ID;Sorting_completed_YN;Sorting_house;Sorting_house_wish;age;occupation;gender;Country_C_G_O;Bravery;Hardwork;Intelligence;Ambition;Daring;Dedication;Knowledge;Cunning;Extraverted;Agreeable;Clever;Manipulative;SD3_Machiavellianism;SD3_Narcissism;SD3_Psychopathy;IPIP_Extraversion;IPIP_Agreeableness;IPIP_Conscientiousness;IPIP_EmStability;IPIP_Intellect;PVQ_01;PVQ_02;PVQ_03;PVQ_04;PVQ_05;PVQ_06;PVQ_07;PVQ_08;PVQ_09;PVQ_10;PVQ_11;PVQ_12;PVQ_13;PVQ_14;PVQ_15;PVQ_16;PVQ_17;PVQ_18;PVQ_19;PVQ_20;PVQ_21;PVQ_22;PVQ_23;PVQ_24;PVQ_25;PVQ_26;PVQ_27;PVQ_28;PVQ_29;PVQ_30;PVQ_31;PVQ_32;PVQ_33;PVQ_34;PVQ_35;PVQ_36;PVQ_37;PVQ_38;PVQ_39;PVQ_40;PVQ_41;PVQ_42;PVQ_43;PVQ_44;PVQ_45;PVQ_46;PVQ_47;PVQ_48;PVQ_49;PVQ_50;PVQ_51;PVQ_52;PVQ_53;PVQ_54;PVQ_55;PVQ_56;PVQ_57 
773;Yes;Ravenclaw;Ravenclaw;22;Unemployed;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Ravenclaw;Ravenclaw;Ravenclaw;Hufflepuff;Hufflepuff;Ravenclaw;Slytherin;24;19;16;18;43;37;18;41;4;4;5;3;3;5;3;5;4;4;5;1;3;5;4;5;3;3;5;2;5;3;5;1;5;5;5;4;3;3;1;4;4;5;2;4;5;4;3;3;2;4;3;1;5;3;5;1;4;3;1;4;4;2;5;5;4
777;No;Gryffindor;Gryffindor;22;Student;Female;Germany;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Gryffindor;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Gryffindor;Slytherin;18;18;14;28;20;24;13;20;5;5;3;4;4;2;6;6;3;3;6;1;4;6;3;6;3;5;6;1;3;6;6;2;6;4;6;1;1;4;2;2;1;5;3;3;5;6;4;4;2;3;4;1;5;2;4;2;1;2;5;4;3;3;6;6;6
779;Yes;Gryffindor;Gryffindor;22;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;22;19;12;19;42;36;36;42;6;6;4;5;5;3;4;6;2;3;6;1;6;5;2;6;3;2;4;2;3;4;5;2;6;4;6;1;2;5;2;3;1;4;4;4;5;6;5;2;2;3;2;1;5;2;6;1;2;4;4;5;1;6;6;6;4
794;Yes;Hufflepuff;Hufflepuff;22;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;26;12;14;21;42;37;23;30;4;6;4;6;4;2;4;5;5;3;5;3;5;5;5;5;5;3;5;3;4;3;5;3;5;6;6;3;2;2;5;4;2;5;5;5;5;4;4;2;2;5;4;1;5;5;5;5;5;5;5;6;6;5;5;6;5
814;Yes;Hufflepuff;Slytherin;22;Student;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Ravenclaw;Slytherin;Slytherin;Hufflepuff;Hufflepuff;Slytherin;Slytherin;34;26;30;39;40;38;40;44;6;6;6;4;5;3;4;5;4;4;6;3;6;6;2;6;6;5;5;4;4;3;6;6;6;6;6;6;1;6;5;6;6;4;6;6;6;5;6;6;4;5;6;1;5;6;4;2;3;6;5;5;2;4;5;6;4
822;No;Slytherin;Hufflepuff;22;Student;Female;Others;Slytherin;Ravenclaw;Hufflepuff;Slytherin;Ravenclaw;Gryffindor;Hufflepuff;Gryffindor;Hufflepuff;Gryffindor;Slytherin;Slytherin;23;23;29;32;40;35;30;26;5;4;6;6;3;3;5;2;5;5;6;5;6;4;3;6;6;4;5;6;3;3;4;5;6;6;5;5;5;5;5;6;1;6;4;6;3;4;6;5;3;2;6;3;3;5;5;6;5;3;3;2;2;2;6;6;5
835;Yes;Hufflepuff;Ravenclaw;22;Student;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Gryffindor;Gryffindor;Gryffindor;Ravenclaw;Slytherin;Hufflepuff;Hufflepuff;Ravenclaw;Slytherin;24;22;19;24;34;31;19;30;5;6;6;6;5;5;5;6;6;6;6;5;5;6;5;6;6;6;6;4;5;5;5;5;6;6;6;4;3;5;5;5;6;6;6;6;5;5;6;5;4;6;5;3;6;5;6;6;5;6;6;5;4;5;6;6;6
840;Yes;Gryffindor;Gryffindor;22;Student;Female;Others;Gryffindor;Gryffindor;Ravenclaw;Hufflepuff;Slytherin;Gryffindor;Ravenclaw;Slytherin;Slytherin;Hufflepuff;Ravenclaw;Slytherin;28;24;14;21;46;38;33;39;4;6;6;6;6;3;3;6;6;5;6;5;6;6;5;6;6;4;6;4;5;5;6;5;6;6;6;5;2;3;5;5;6;6;6;6;6;6;5;5;3;6;6;3;6;5;5;6;6;6;6;6;5;5;6;6;5
847;Yes;Ravenclaw;Ravenclaw;22;Student;Female;Germany;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;23;22;13;35;47;33;36;42;4;4;5;4;3;3;3;2;4;3;6;2;5;5;2;4;4;2;5;3;2;3;4;4;6;4;6;3;2;4;2;4;4;5;4;6;5;5;5;3;3;2;5;2;4;4;6;4;5;3;3;4;3;3;6;4;3
864;Yes;Slytherin;Ravenclaw;22;Employed;Female;Others;Ravenclaw;Hufflepuff;Gryffindor;Slytherin;Ravenclaw;Gryffindor;Gryffindor;Slytherin;Hufflepuff;Hufflepuff;Hufflepuff;Slytherin;26;29;24;28;35;36;21;38;4;5;5;5;5;4;5;6;6;5;5;3;4;2;2;5;6;5;5;5;5;3;5;4;5;6;6;5;4;5;3;6;4;4;5;5;5;5;6;6;3;3;5;2;5;4;5;3;3;4;3;4;5;4;4;5;5
875;Yes;Gryffindor;Gryffindor;22;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Hufflepuff;Gryffindor;Ravenclaw;Slytherin;24;17;18;14;39;36;21;39;4;3;3;4;5;3;4;5;3;3;4;2;5;5;4;5;4;2;5;3;5;5;5;3;4;4;4;3;3;4;4;3;1;4;4;4;5;3;4;1;2;4;3;1;5;4;4;3;4;4;3;5;3;4;5;5;4
894;Yes;Hufflepuff;Hufflepuff;22;Student;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Slytherin;Hufflepuff;Ravenclaw;Slytherin;24;19;14;29;42;34;29;43;4;3;5;6;5;3;5;6;3;4;6;3;3;5;5;4;4;3;3;3;4;5;5;3;6;5;6;1;1;2;4;1;2;5;3;5;5;5;5;3;1;4;3;2;5;4;6;5;4;3;6;6;5;6;6;4;5
906;Yes;Ravenclaw;Ravenclaw;22;Employed;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;20;16;22;23;37;39;36;43;6;6;4;3;5;1;1;6;6;4;6;2;6;6;5;6;4;1;6;2;2;5;6;2;5;6;6;1;1;3;5;4;2;6;5;3;6;6;4;2;1;5;3;1;3;5;5;5;6;4;3;6;4;4;4;5;4
909;Yes;Gryffindor;Hufflepuff;22;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;22;20;12;16;47;36;19;44;3;4;5;6;6;2;3;4;4;4;5;2;4;6;6;5;3;1;4;2;3;6;5;3;6;5;6;3;2;4;4;4;2;5;3;4;4;4;2;1;1;3;3;1;4;2;3;2;3;2;6;6;3;5;6;5;5
935;Yes;Ravenclaw;Ravenclaw;22;Student;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Gryffindor;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;30;24;19;41;41;41;26;41;5;4;5;5;4;3;3;5;6;5;5;3;4;6;5;6;6;1;5;4;4;5;6;5;5;6;6;5;6;2;3;5;1;6;4;5;6;5;5;4;4;3;6;1;4;5;5;6;6;2;6;6;2;2;3;5;6
953;Yes;Ravenclaw;Slytherin;22;Student;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Slytherin;Slytherin;35;31;27;28;26;35;31;46;5;4;3;1;2;3;2;5;6;6;5;6;5;3;1;6;6;2;6;6;4;1;5;6;6;6;5;3;6;4;2;6;1;6;3;4;3;2;3;1;3;2;5;2;5;2;2;5;6;3;1;3;2;1;4;5;4
983;Yes;Gryffindor;Gryffindor;22;Unemployed;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Ravenclaw;Ravenclaw;Gryffindor;25;21;17;23;44;38;26;49;6;6;5;4;6;4;5;5;5;5;6;3;5;6;4;6;6;3;5;3;4;4;5;5;6;6;6;4;3;5;4;4;2;6;6;6;6;6;6;5;4;4;5;3;5;4;4;5;5;5;4;6;4;3;5;5;3
9;No;Ravenclaw;Ravenclaw;23;Student;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Hufflepuff;Gryffindor;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;19;14;12;19;47;41;25;40;4;2;3;5;4;1;6;2;5;4;6;1;2;4;6;5;6;1;5;1;2;6;5;4;5;1;5;4;1;4;6;5;2;5;1;3;4;6;6;1;1;6;5;1;2;3;5;6;6;1;6;4;2;4;5;5;4
15;No;Gryffindor;Gryffindor;23;Student;Female;Croatia;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Slytherin;Gryffindor;Ravenclaw;Gryffindor;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;30;30;31;40;31;26;23;47;6;4;4;4;3;3;3;2;3;6;5;1;3;6;2;6;4;2;6;2;3;2;6;3;5;5;5;6;5;4;4;5;1;5;2;5;5;3;6;1;4;2;5;1;3;5;5;5;4;1;3;3;1;5;4;6;4
17;No;Ravenclaw;Ravenclaw;23;Student;Female;Croatia;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Ravenclaw;Ravenclaw;Hufflepuff;Gryffindor;Hufflepuff;Gryffindor;Slytherin;28;32;21;32;45;36;31;42;6;6;3;2;4;4;1;3;3;5;4;3;4;4;3;5;5;4;5;4;1;1;4;4;4;4;2;2;4;5;4;5;3;5;5;5;6;4;6;4;3;2;6;1;3;3;2;4;3;3;3;4;4;3;4;4;4
21;No;Gryffindor;Ravenclaw;23;Student;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Hufflepuff;Gryffindor;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;19;18;23;39;24;25;20;43;6;3;5;2;6;4;3;4;5;6;2;1;2;6;3;6;6;1;4;1;4;2;6;4;2;1;3;5;3;5;2;4;1;4;1;4;6;3;6;1;4;2;6;1;5;5;2;5;4;2;2;6;3;4;2;6;5
32;Yes;Slytherin;Slytherin;23;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Ravenclaw;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Slytherin;Slytherin;37;29;23;18;32;32;20;43;6;6;5;5;6;5;4;3;6;5;4;4;3;5;4;6;3;1;5;4;2;4;6;3;5;6;5;2;4;6;2;3;2;5;4;5;6;5;5;1;3;3;3;2;3;3;4;4;6;4;3;6;5;4;4;6;4
34;No;Gryffindor;Ravenclaw;23;Student;Male;Croatia;Ravenclaw;Ravenclaw;Gryffindor;Gryffindor;Slytherin;Gryffindor;Gryffindor;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;33;34;20;29;39;37;42;40;5;5;4;5;4;3;2;4;6;3;4;3;4;5;4;6;5;2;6;3;0;5;5;5;4;5;5;3;4;5;4;6;2;5;4;5;5;4;6;4;4;4;3;4;4;3;4;5;5;3;5;4;4;3;5;6;5
49;Yes;Hufflepuff;Ravenclaw;23;Student;Female;Croatia;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;16;18;11;18;46;43;28;36;6;6;4;5;6;4;1;6;5;4;6;3;6;6;4;6;5;3;4;2;5;3;6;4;6;6;6;2;3;5;4;5;3;6;6;4;5;5;5;3;3;4;5;1;6;3;4;5;4;5;3;6;4;4;5;6;6
55;Yes;Ravenclaw;Slytherin;23;Student;Female;Croatia;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Ravenclaw;Gryffindor;Slytherin;Slytherin;Hufflepuff;Slytherin;Slytherin;33;31;23;48;34;29;39;44;6;6;6;2;5;4;1;5;5;6;5;6;2;2;1;6;6;1;6;3;5;4;6;6;4;6;5;6;4;6;1;6;1;3;6;6;4;1;6;2;3;1;6;2;6;3;3;6;5;3;2;6;1;1;4;6;2
69;Yes;Ravenclaw;Ravenclaw;23;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;29;24;16;24;33;37;25;46;6;6;5;4;5;3;5;4;6;3;6;3;6;4;6;6;6;1;4;4;3;2;6;3;6;6;6;4;4;6;6;5;1;5;4;5;5;4;6;1;3;6;5;3;3;2;6;4;6;4;2;5;4;3;5;6;3
77;Yes;Hufflepuff;Ravenclaw;23;Student;Female;Germany;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;23;21;19;25;40;42;22;45;4;5;3;6;4;3;5;5;4;5;4;1;5;6;4;4;4;3;6;2;4;6;4;5;4;5;6;1;2;3;3;3;2;6;4;3;4;5;5;2;2;3;4;1;4;4;5;5;4;4;6;5;5;6;4;3;5
93;No;Slytherin;Gryffindor;23;Student;Female;Others;Gryffindor;Ravenclaw;Gryffindor;Gryffindor;Hufflepuff;Gryffindor;Gryffindor;Slytherin;Ravenclaw;Hufflepuff;Gryffindor;Slytherin;32;24;13;30;45;39;34;45;5;6;5;5;5;4;3;5;4;5;6;6;6;6;3;6;6;5;6;6;5;4;5;4;5;6;6;5;4;5;4;6;4;6;5;6;6;4;5;5;4;4;6;3;4;4;5;5;5;5;4;6;4;4;4;6;5
109;No;Ravenclaw;Gryffindor;23;Student;Female;Germany;Gryffindor;Ravenclaw;Ravenclaw;Ravenclaw;Gryffindor;Gryffindor;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;24;27;17;29;45;40;38;47;5;5;6;3;6;2;5;5;4;5;6;1;5;6;4;6;6;2;6;2;4;2;6;4;4;5;6;4;2;5;3;6;4;6;4;6;6;4;6;4;1;5;5;1;5;5;6;5;5;4;2;6;5;5;6;6;6
115;No;Gryffindor;Ravenclaw;23;Student;Female;Others;Gryffindor;Slytherin;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Hufflepuff;Hufflepuff;Ravenclaw;Slytherin;15;20;19;25;45;41;26;45;6;6;5;5;6;3;1;6;6;5;5;5;5;4;2;5;6;2;5;3;6;2;6;4;5;5;5;5;2;4;1;5;2;6;6;6;6;6;5;3;2;1;5;1;6;4;4;6;5;2;3;6;3;4;5;5;4
122;Yes;Ravenclaw;Gryffindor;23;Student;Female;Others;Gryffindor;Gryffindor;Gryffindor;Gryffindor;Gryffindor;Gryffindor;Gryffindor;Slytherin;Hufflepuff;Hufflepuff;Ravenclaw;Slytherin;26;25;24;26;46;41;24;47;5;4;6;5;5;3;5;5;4;6;6;2;5;5;2;6;6;1;6;1;4;6;6;4;6;2;6;6;2;5;2;6;1;6;4;6;5;3;6;3;1;1;6;1;4;5;6;6;6;1;4;4;2;6;6;6;6
126;No;Slytherin;Hufflepuff;23;Student;Male;Germany;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;25;25;17;37;44;28;35;42;5;4;5;5;5;3;4;4;2;4;5;3;4;6;3;4;3;2;5;3;0;5;5;3;5;4;6;3;2;3;2;2;1;6;3;5;5;5;4;2;2;3;5;1;4;5;4;3;2;3;5;5;4;3;5;5;6
130;No;Hufflepuff;Ravenclaw;23;Student;Female;Germany;Gryffindor;Hufflepuff;Ravenclaw;Gryffindor;Ravenclaw;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Slytherin;Slytherin;27;28;22;41;46;40;33;45;5;2;4;2;4;2;2;5;5;3;6;2;5;5;2;6;6;2;6;4;4;2;5;2;5;5;6;5;2;5;1;4;2;5;3;5;4;2;5;2;2;2;5;2;4;3;4;3;4;3;3;3;2;3;4;5;5
136;Yes;Slytherin;Ravenclaw;23;Employed;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;28;26;21;18;32;33;30;42;5;5;4;2;3;4;5;6;4;3;5;2;4;5;2;6;5;1;5;2;5;2;6;3;5;5;5;5;2;6;2;5;2;5;4;6;4;4;6;2;3;2;5;2;5;5;2;5;5;4;3;6;2;3;4;6;4
139;No;Ravenclaw;Ravenclaw;23;Student;Male;Germany;Gryffindor;Ravenclaw;Ravenclaw;Hufflepuff;Gryffindor;Slytherin;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;28;24;25;33;43;31;18;46;6;3;4;5;5;2;3;5;4;4;4;4;3;5;1;4;4;1;4;4;0;4;6;5;6;4;5;4;2;3;2;4;2;5;4;5;5;4;5;1;2;1;5;3;4;3;4;5;5;3;4;5;2;2;4;5;5
153;Yes;Hufflepuff;Gryffindor;23;Student;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;14;19;15;36;47;34;36;42;3;3;5;5;6;2;5;5;5;5;6;1;2;6;3;6;5;1;4;1;3;3;5;2;6;4;5;2;1;3;3;3;1;6;4;5;6;6;5;1;2;1;4;1;4;2;5;3;3;2;3;6;2;4;6;6;6
155;No;Hufflepuff;Hufflepuff;23;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Hufflepuff;Gryffindor;Gryffindor;Ravenclaw;Slytherin;Gryffindor;Gryffindor;Ravenclaw;Slytherin;20;22;17;45;43;34;33;44;4;5;4;4;4;3;3;3;4;2;4;4;4;5;2;6;5;2;4;2;1;2;5;3;4;4;5;3;2;5;2;5;1;5;4;6;5;3;4;2;4;2;5;3;2;2;3;4;3;4;2;6;5;2;4;5;5
169;No;Gryffindor;Ravenclaw;23;Student;Female;Germany;Gryffindor;Ravenclaw;Ravenclaw;Ravenclaw;Gryffindor;Gryffindor;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Ravenclaw;28;28;13;36;43;36;33;44;5;5;5;6;6;5;3;4;4;4;6;3;3;6;2;6;4;2;5;4;3;6;6;5;6;5;5;3;4;5;3;6;2;5;5;4;5;4;6;3;2;3;2;1;4;3;6;6;5;4;6;4;3;2;5;6;4
173;Yes;Hufflepuff;Ravenclaw;23;Employed;Male;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;19;23;16;29;39;35;36;50;4;4;4;2;6;2;3;4;2;2;6;1;3;5;1;5;4;1;5;1;0;2;5;2;5;5;4;6;1;4;1;4;1;6;4;4;5;2;5;1;1;1;6;2;5;5;4;4;2;4;2;6;2;3;4;5;6
179;Yes;Ravenclaw;Ravenclaw;23;Employed;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Gryffindor;32;25;20;16;42;43;26;45;5;4;4;5;6;3;5;6;6;4;6;3;4;6;4;6;6;2;6;2;5;4;5;4;6;5;6;4;3;5;4;3;1;5;4;6;6;6;6;2;3;4;5;1;6;5;6;3;5;3;6;6;5;3;6;6;6
181;Yes;Ravenclaw;Ravenclaw;23;temp. disabled;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;25;23;11;19;49;46;25;48;6;4;4;5;6;3;6;5;5;5;6;1;3;6;4;6;4;2;3;2;3;2;6;3;6;5;6;4;2;5;4;3;1;6;4;6;5;5;6;3;1;5;5;1;5;4;4;5;4;3;4;6;4;3;6;6;6
184;Yes;Hufflepuff;Hufflepuff;23;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Slytherin;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;25;17;13;18;35;29;21;35;3;5;5;6;5;2;4;3;3;3;4;4;4;6;4;4;3;3;4;4;2;6;3;3;5;4;6;3;2;3;4;4;2;5;3;4;4;4;3;2;2;4;3;2;3;3;4;3;4;3;5;5;5;3;5;4;4
186;Yes;Hufflepuff;Hufflepuff;23;Employed;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;14;11;12;11;43;37;13;35;3;4;4;6;5;2;4;5;4;1;5;2;3;6;4;3;2;1;4;2;3;5;3;2;5;5;6;1;1;2;4;2;1;6;4;5;6;5;3;2;1;4;1;1;5;4;4;3;5;4;6;6;4;3;4;4;5
190;Yes;Hufflepuff;Hufflepuff;23;Student;Female;Others;Gryffindor;Gryffindor;Ravenclaw;Slytherin;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;28;27;12;40;43;35;38;38;4;2;6;5;6;6;5;3;5;4;6;1;5;6;6;6;6;1;6;1;3;1;6;6;6;6;6;4;4;3;3;6;1;6;6;6;6;6;4;2;5;5;6;1;4;4;4;5;5;1;1;6;5;1;6;5;6
192;Yes;Hufflepuff;Hufflepuff;23;Student;Male;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;24;19;16;22;32;33;38;34;5;5;5;4;4;5;5;5;4;4;5;4;5;5;5;4;5;2;4;3;0;4;4;3;3;4;5;3;2;3;4;6;2;4;3;4;4;5;5;2;2;4;3;2;4;3;2;5;6;3;4;5;3;3;3;4;4
202;Yes;Ravenclaw;Ravenclaw;23;Student;Female;Germany;Gryffindor;Hufflepuff;Ravenclaw;Ravenclaw;Gryffindor;Gryffindor;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;21;22;19;28;43;37;22;39;4;2;4;6;5;2;3;6;3;3;6;1;6;6;4;5;5;2;5;3;6;4;4;3;3;3;6;3;2;2;4;4;1;5;1;4;6;4;4;2;2;3;3;1;6;3;5;4;4;1;5;5;3;3;5;3;5
203;No;Hufflepuff;Gryffindor;23;Student;Male;Croatia;Gryffindor;Hufflepuff;Hufflepuff;Ravenclaw;Slytherin;Hufflepuff;Ravenclaw;Slytherin;Hufflepuff;Ravenclaw;Hufflepuff;Slytherin;29;26;20;35;36;40;27;33;5;5;5;4;5;6;5;5;4;4;6;5;6;5;5;5;6;4;6;5;0;3;5;5;5;6;6;4;3;4;4;5;2;3;4;5;6;6;5;3;4;5;6;4;4;4;4;5;5;4;3;5;5;5;5;5;5
204;Yes;Gryffindor;Slytherin;23;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;35;27;29;30;40;32;24;40;4;5;5;4;6;5;2;5;4;3;6;5;3;4;3;4;6;4;5;5;4;4;4;5;6;5;6;3;5;4;2;5;1;3;6;5;6;4;3;4;3;2;3;4;4;5;6;5;6;3;4;4;6;1;5;4;3
208;Yes;Ravenclaw;Ravenclaw;23;Employed;Male;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Slytherin;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;42;37;21;32;44;39;41;43;5;3;5;4;3;6;2;2;6;4;5;6;5;2;2;6;6;1;5;6;0;3;5;6;4;6;5;4;6;5;2;6;2;6;2;5;2;5;5;1;5;2;5;6;2;4;2;6;6;3;2;4;3;2;4;5;5
216;No;Hufflepuff;Hufflepuff;23;Student;Female;Germany;Gryffindor;Ravenclaw;Ravenclaw;Ravenclaw;Gryffindor;Gryffindor;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;18;20;15;43;43;31;28;34;4;5;5;6;5;2;4;3;4;3;6;1;2;5;4;5;4;5;5;3;2;3;4;3;6;6;6;2;2;3;4;3;5;4;5;5;5;4;3;2;1;4;1;1;3;2;6;3;4;4;6;5;3;3;6;4;5
217;No;Slytherin;Gryffindor;23;Student;Female;Croatia;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Hufflepuff;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;23;22;13;42;43;36;36;37;6;4;4;3;4;2;3;4;4;4;6;3;4;5;2;5;4;2;6;5;2;2;6;3;6;5;6;4;3;4;3;4;2;5;3;5;5;2;5;2;2;1;5;2;4;2;2;4;4;3;2;5;3;3;5;5;4
219;Yes;Gryffindor;Gryffindor;23;Student;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Gryffindor;Gryffindor;Ravenclaw;Ravenclaw;Hufflepuff;Slytherin;Hufflepuff;Ravenclaw;Slytherin;32;26;18;35;42;29;30;41;5;6;6;5;3;2;2;3;3;5;4;3;4;6;2;6;6;1;3;5;2;3;5;5;4;5;5;5;3;4;2;6;1;4;3;5;3;5;4;4;2;2;6;4;3;5;3;4;2;4;4;3;3;2;2;6;5
222;No;Ravenclaw;Ravenclaw;23;Student;Female;Germany;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;20;19;13;18;44;35;26;48;6;5;3;3;6;2;6;4;4;3;5;1;3;6;4;6;2;2;6;5;2;3;6;3;5;4;6;2;1;5;3;2;2;6;4;3;3;3;5;2;3;3;3;1;3;1;3;2;4;3;3;5;3;5;5;6;6
